Слово,Количество,Частота(%)
rchik,1,0.000170395
whine,1,0.000170395
kennelmen,1,0.000170395
easiest,1,0.000170395
felling,1,0.000170395
quarry,1,0.000170395
injury,1,0.000170395
bars,1,0.000170395
extorted,1,0.000170395
hallooing,1,0.000170395
proto,1,0.000170395
overriding,1,0.000170395
chasseur,1,0.000170395
Leaped,1,0.000170395
switches,1,0.000170395
rzinsk,1,0.000170395
Zav,1,0.000170395
Rides,1,0.000170395
robs,1,0.000170395
swishing,1,0.000170395
injunction,1,0.000170395
marvelous,1,0.000170395
showmen,1,0.000170395
exhibiting,1,0.000170395
Zh,1,0.000170395
Hush,1,0.000170395
tafa,1,0.000170395
cheeked,1,0.000170395
outing,1,0.000170395
snack,1,0.000170395
mulled,1,0.000170395
cupful,1,0.000170395
danser,1,0.000170395
chante,1,0.000170395
unleashed,1,0.000170395
Suvara,1,0.000170395
wolfhounds,1,0.000170395
Luk,1,0.000170395
unaided,1,0.000170395
jabber,1,0.000170395
Kari,1,0.000170395
mala,1,0.000170395
laughers,1,0.000170395
mismanaged,1,0.000170395
700,1,0.000170395
patchwork,1,0.000170395
protective,1,0.000170395
Medv,1,0.000170395
dev,1,0.000170395
bashful,1,0.000170395
benediction,1,0.000170395
Robbing,1,0.000170395
Zakharch,1,0.000170395
Ungrateful,1,0.000170395
Robber,1,0.000170395
rivulet,1,0.000170395
reinforce,1,0.000170395
resolutions,1,0.000170395
uglier,1,0.000170395
paraded,1,0.000170395
unalterable,1,0.000170395
colloquies,1,0.000170395
exhaled,1,0.000170395
unsatisfied,1,0.000170395
tip,1,0.000170395
yko,1,0.000170395
gurgle,1,0.000170395
sturdily,1,0.000170395
Dozhoyv,1,0.000170395
Kremench,1,0.000170395
Crossing,1,0.000170395
Trep,1,0.000170395
postponement,1,0.000170395
counterattack,1,0.000170395
echelons,1,0.000170395
kennelman,1,0.000170395
shrillest,1,0.000170395
snacks,1,0.000170395
hoy,1,0.000170395
licked,1,0.000170395
thudded,1,0.000170395
impact,1,0.000170395
decaying,1,0.000170395
poppy,1,0.000170395
glistened,1,0.000170395
drizzling,1,0.000170395
microscopic,1,0.000170395
carryings,1,0.000170395
unsurpassable,1,0.000170395
overcast,1,0.000170395
litter,1,0.000170395
embankments,1,0.000170395
grove,1,0.000170395
jaded,1,0.000170395
scatter,1,0.000170395
camlet,1,0.000170395
ravines,1,0.000170395
brownish,1,0.000170395
stupider,1,0.000170395
thickened,1,0.000170395
crashed,1,0.000170395
rains,1,0.000170395
wintry,1,0.000170395
Lemarrois,1,0.000170395
Triumph,1,0.000170395
disjointed,1,0.000170395
Worn,1,0.000170395
mistrusting,1,0.000170395
Lenten,1,0.000170395
corks,1,0.000170395
toasts,1,0.000170395
gulp,1,0.000170395
mixture,1,0.000170395
nursemaids,1,0.000170395
guarantees,1,0.000170395
foemen,1,0.000170395
organizer,1,0.000170395
circuits,1,0.000170395
Albanians,1,0.000170395
Availing,1,0.000170395
boon,1,0.000170395
cynically,1,0.000170395
befriended,1,0.000170395
spice,1,0.000170395
roles,1,0.000170395
recruitment,1,0.000170395
Partly,1,0.000170395
sculptor,1,0.000170395
inimically,1,0.000170395
Peterkin,1,0.000170395
supervise,1,0.000170395
Militiamen,1,0.000170395
mirthful,1,0.000170395
26,1,0.000170395
kib,1,0.000170395
octogenarians,1,0.000170395
ardently,1,0.000170395
kaft,1,0.000170395
Powdered,1,0.000170395
installs,1,0.000170395
smithereens,1,0.000170395
lording,1,0.000170395
twists,1,0.000170395
ovo,1,0.000170395
ab,1,0.000170395
accumulated,1,0.000170395
tovich,1,0.000170395
Bells,1,0.000170395
Opening,1,0.000170395
Star,1,0.000170395
idioms,1,0.000170395
Kursk,1,0.000170395
committeeman,1,0.000170395
makers,1,0.000170395
Feeling,1,0.000170395
obligingly,1,0.000170395
Khandrik,1,0.000170395
Titus,1,0.000170395
Rhipheus,1,0.000170395
elongated,1,0.000170395
Knows,1,0.000170395
Herculean,1,0.000170395
stentorian,1,0.000170395
abbreviations,1,0.000170395
correspondent,1,0.000170395
Folly,1,0.000170395
appraising,1,0.000170395
groat,1,0.000170395
brawler,1,0.000170395
hunchback,1,0.000170395
reeled,1,0.000170395
honeymoon,1,0.000170395
Particularly,1,0.000170395
conversant,1,0.000170395
unapproachability,1,0.000170395
coarseness,1,0.000170395
vulgarity,1,0.000170395
Allez,1,0.000170395
promener,1,0.000170395
unsmiling,1,0.000170395
bravado,1,0.000170395
digested,1,0.000170395
duly,1,0.000170395
Dandin,1,0.000170395
canonized,1,0.000170395
Robespierre,1,0.000170395
beheaded,1,0.000170395
Tu,1,0.000170395
Moli,1,0.000170395
allait,1,0.000170395
gal,1,0.000170395
galley,1,0.000170395
coronet,1,0.000170395
crouch,1,0.000170395
Kronq,1,0.000170395
Schwarzenberg,1,0.000170395
sundered,1,0.000170395
appreciative,1,0.000170395
dueling,1,0.000170395
impious,1,0.000170395
demain,1,0.000170395
haggard,1,0.000170395
distractedly,1,0.000170395
guiltlessness,1,0.000170395
horribly,1,0.000170395
apologies,1,0.000170395
sinc,1,0.000170395
jamais,1,0.000170395
averted,1,0.000170395
accrue,1,0.000170395
adve,1,0.000170395
sawies,1,0.000170395
wefused,1,0.000170395
weconciliation,1,0.000170395
pwoceed,1,0.000170395
wo,1,0.000170395
Thwee,1,0.000170395
antagonist,1,0.000170395
semblance,1,0.000170395
Danish,1,0.000170395
treaty,1,0.000170395
pallid,1,0.000170395
Plea,1,0.000170395
Sideways,1,0.000170395
Missed,1,0.000170395
pronunciation,1,0.000170395
selvedges,1,0.000170395
chandelier,1,0.000170395
tornado,1,0.000170395
outcries,1,0.000170395
exclaiming,1,0.000170395
thriving,1,0.000170395
goat,1,0.000170395
braiding,1,0.000170395
picturesque,1,0.000170395
delude,1,0.000170395
offerings,1,0.000170395
blissfully,1,0.000170395
impracticable,1,0.000170395
satchels,1,0.000170395
highfalutin,1,0.000170395
Continuing,1,0.000170395
jugs,1,0.000170395
basins,1,0.000170395
unprofitable,1,0.000170395
Gw,1,0.000170395
enjoined,1,0.000170395
starched,1,0.000170395
Temptations,1,0.000170395
Curving,1,0.000170395
caper,1,0.000170395
Nice,1,0.000170395
alimony,1,0.000170395
intermediacy,1,0.000170395
selecting,1,0.000170395
sabretaches,1,0.000170395
epithet,1,0.000170395
paltry,1,0.000170395
equitable,1,0.000170395
pumps,1,0.000170395
ade,1,0.000170395
fa,1,0.000170395
semicircular,1,0.000170395
amulet,1,0.000170395
jolt,1,0.000170395
unendurable,1,0.000170395
feverishness,1,0.000170395
Visions,1,0.000170395
unsympathizing,1,0.000170395
outhouses,1,0.000170395
patron,1,0.000170395
unconciousness,1,0.000170395
South,1,0.000170395
fatally,1,0.000170395
freeing,1,0.000170395
philanthropic,1,0.000170395
insufferable,1,0.000170395
bakers,1,0.000170395
lessened,1,0.000170395
exactions,1,0.000170395
deputations,1,0.000170395
almshouses,1,0.000170395
instructing,1,0.000170395
cornice,1,0.000170395
infants,1,0.000170395
warped,1,0.000170395
chaos,1,0.000170395
Laughing,1,0.000170395
Rasguly,1,0.000170395
Ip,1,0.000170395
whatnot,1,0.000170395
epileptic,1,0.000170395
Wh,1,0.000170395
compromised,1,0.000170395
scuttle,1,0.000170395
pursues,1,0.000170395
foregathered,1,0.000170395
unfordable,1,0.000170395
interregnum,1,0.000170395
Grant,1,0.000170395
humbly,1,0.000170395
pensions,1,0.000170395
Ostrolenka,1,0.000170395
tzki,1,0.000170395
jury,1,0.000170395
Reasons,1,0.000170395
Sedmor,1,0.000170395
inexperience,1,0.000170395
rages,1,0.000170395
miracles,1,0.000170395
furies,1,0.000170395
waits,1,0.000170395
mails,1,0.000170395
parodying,1,0.000170395
4th,1,0.000170395
satyr,1,0.000170395
zemski,1,0.000170395
upkeep,1,0.000170395
dreading,1,0.000170395
remortgaged,1,0.000170395
budget,1,0.000170395
stylish,1,0.000170395
Scripture,1,0.000170395
Gavr,1,0.000170395
lisp,1,0.000170395
embezzlement,1,0.000170395
foremen,1,0.000170395
incarnate,1,0.000170395
rejoining,1,0.000170395
drifted,1,0.000170395
semiliterate,1,0.000170395
scour,1,0.000170395
derogatory,1,0.000170395
races,1,0.000170395
admonitory,1,0.000170395
cucumbers,1,0.000170395
veal,1,0.000170395
overburdened,1,0.000170395
festival,1,0.000170395
extract,1,0.000170395
mayonnaise,1,0.000170395
sterlets,1,0.000170395
perturb,1,0.000170395
factotum,1,0.000170395
Maks,1,0.000170395
pots,1,0.000170395
famine,1,0.000170395
prizes,1,0.000170395
fateful,1,0.000170395
accents,1,0.000170395
hieroglyphics,1,0.000170395
unbent,1,0.000170395
imitates,1,0.000170395
therein,1,0.000170395
mouse,1,0.000170395
enfolded,1,0.000170395
thunderstorm,1,0.000170395
gentlewoman,1,0.000170395
ruffled,1,0.000170395
delivers,1,0.000170395
lawlessness,1,0.000170395
lyre,1,0.000170395
amant,1,0.000170395
inmost,1,0.000170395
distressful,1,0.000170395
cawolla,1,0.000170395
entweat,1,0.000170395
frees,1,0.000170395
Generosity,1,0.000170395
Morality,1,0.000170395
Obedience,1,0.000170395
Discretion,1,0.000170395
mainly,1,0.000170395
cultivate,1,0.000170395
labored,1,0.000170395
virginal,1,0.000170395
apoplectic,1,0.000170395
recalls,1,0.000170395
faiwy,1,0.000170395
unhooked,1,0.000170395
eminence,1,0.000170395
curtsy,1,0.000170395
mopping,1,0.000170395
pile,1,0.000170395
Irritability,1,0.000170395
Laziness,1,0.000170395
punt,1,0.000170395
Idleness,1,0.000170395
trusts,1,0.000170395
Gluttony,1,0.000170395
Wine,1,0.000170395
waver,1,0.000170395
emblem,1,0.000170395
candor,1,0.000170395
duets,1,0.000170395
piquet,1,0.000170395
slipper,1,0.000170395
unappreciated,1,0.000170395
plunge,1,0.000170395
tuck,1,0.000170395
ordeal,1,0.000170395
Aah,1,0.000170395
symbol,1,0.000170395
ace,1,0.000170395
knave,1,0.000170395
quits,1,0.000170395
staking,1,0.000170395
cognizable,1,0.000170395
stint,1,0.000170395
sponsorship,1,0.000170395
marker,1,0.000170395
emphasize,1,0.000170395
Kempis,1,0.000170395
Nov,1,0.000170395
Martinists,1,0.000170395
gulped,1,0.000170395
fastening,1,0.000170395
ridiculing,1,0.000170395
huskily,1,0.000170395
profited,1,0.000170395
deluded,1,0.000170395
slaves,1,0.000170395
wilt,1,0.000170395
improving,1,0.000170395
hatest,1,0.000170395
austerity,1,0.000170395
relying,1,0.000170395
Whence,1,0.000170395
impure,1,0.000170395
imbibe,1,0.000170395
omnipotence,1,0.000170395
sinfulness,1,0.000170395
dreamest,1,0.000170395
couldst,1,0.000170395
fatherly,1,0.000170395
reawakening,1,0.000170395
apprehended,1,0.000170395
earnestness,1,0.000170395
purified,1,0.000170395
kneel,1,0.000170395
bustlingly,1,0.000170395
furtive,1,0.000170395
oppressors,1,0.000170395
Pa,1,0.000170395
dolls,1,0.000170395
responsive,1,0.000170395
accidently,1,0.000170395
ong,1,0.000170395
atheist,1,0.000170395
inadequacy,1,0.000170395
overboots,1,0.000170395
fraternity,1,0.000170395
socially,1,0.000170395
undertone,1,0.000170395
outlining,1,0.000170395
thrashed,1,0.000170395
peddler,1,0.000170395
stimulate,1,0.000170395
goatskin,1,0.000170395
Hoping,1,0.000170395
Emilie,1,0.000170395
Mansfeld,1,0.000170395
cavities,1,0.000170395
tantalizing,1,0.000170395
grayish,1,0.000170395
nankeen,1,0.000170395
uncover,1,0.000170395
manfully,1,0.000170395
unpacking,1,0.000170395
Wisdom,1,0.000170395
Prask,1,0.000170395
vya,1,0.000170395
Share,1,0.000170395
birdie,1,0.000170395
Kindle,1,0.000170395
malice,1,0.000170395
falleth,1,0.000170395
outlying,1,0.000170395
torches,1,0.000170395
goeth,1,0.000170395
exhort,1,0.000170395
snuffing,1,0.000170395
Fly,1,0.000170395
Evening,1,0.000170395
jokingly,1,0.000170395
lessen,1,0.000170395
scatters,1,0.000170395
Beware,1,0.000170395
Kishen,1,0.000170395
Moldavian,1,0.000170395
squared,1,0.000170395
plumb,1,0.000170395
flapped,1,0.000170395
banister,1,0.000170395
guttered,1,0.000170395
hammer,1,0.000170395
unclean,1,0.000170395
Strands,1,0.000170395
deck,1,0.000170395
infringe,1,0.000170395
sot,1,0.000170395
amants,1,0.000170395
Marat,1,0.000170395
searches,1,0.000170395
gazettes,1,0.000170395
posed,1,0.000170395
priority,1,0.000170395
gazette,1,0.000170395
befallen,1,0.000170395
uncomplainingly,1,0.000170395
insanely,1,0.000170395
extolled,1,0.000170395
indescribable,1,0.000170395
Destroying,1,0.000170395
shalt,1,0.000170395
expectantly,1,0.000170395
Unobservant,1,0.000170395
fatted,1,0.000170395
malign,1,0.000170395
reborn,1,0.000170395
attractively,1,0.000170395
blinked,1,0.000170395
fruschtique,1,0.000170395
hst,1,0.000170395
ck,1,0.000170395
ponderous,1,0.000170395
Alms,1,0.000170395
capriciously,1,0.000170395
Collector,1,0.000170395
rapped,1,0.000170395
unbelief,1,0.000170395
prattle,1,0.000170395
Sic,1,0.000170395
pierce,1,0.000170395
compasses,1,0.000170395
anathematized,1,0.000170395
conductors,1,0.000170395
knockings,1,0.000170395
Epiphany,1,0.000170395
Seize,1,0.000170395
Postulant,1,0.000170395
Sufferer,1,0.000170395
sensitiveness,1,0.000170395
wary,1,0.000170395
Seeker,1,0.000170395
pangs,1,0.000170395
orphan,1,0.000170395
maidens,1,0.000170395
Princesses,1,0.000170395
Gorchak,1,0.000170395
allegories,1,0.000170395
tickets,1,0.000170395
booted,1,0.000170395
transparently,1,0.000170395
gwace,1,0.000170395
wallflower,1,0.000170395
wecollect,1,0.000170395
Noiselessly,1,0.000170395
mazuwka,1,0.000170395
coax,1,0.000170395
jocularly,1,0.000170395
Piteous,1,0.000170395
helpmeet,1,0.000170395
squealed,1,0.000170395
indulgently,1,0.000170395
baptized,1,0.000170395
coverlet,1,0.000170395
anointed,1,0.000170395
battered,1,0.000170395
tin,1,0.000170395
godmother,1,0.000170395
souled,1,0.000170395
prostrated,1,0.000170395
pranks,1,0.000170395
Shan,1,0.000170395
inconsequent,1,0.000170395
bade,1,0.000170395
Few,1,0.000170395
angles,1,0.000170395
countesses,1,0.000170395
venal,1,0.000170395
candlesticks,1,0.000170395
regenerate,1,0.000170395
Testament,1,0.000170395
elevate,1,0.000170395
girlishly,1,0.000170395
mundi,1,0.000170395
gloria,1,0.000170395
impressionable,1,0.000170395
fitful,1,0.000170395
transit,1,0.000170395
scotfree,1,0.000170395
bunting,1,0.000170395
interchange,1,0.000170395
Degree,1,0.000170395
27,1,0.000170395
mufti,1,0.000170395
levers,1,0.000170395
pop,1,0.000170395
quiescent,1,0.000170395
Wheels,1,0.000170395
axles,1,0.000170395
cogs,1,0.000170395
aversion,1,0.000170395
revolving,1,0.000170395
frowningly,1,0.000170395
handrails,1,0.000170395
conventionality,1,0.000170395
serenely,1,0.000170395
intruding,1,0.000170395
humiliations,1,0.000170395
dial,1,0.000170395
temporize,1,0.000170395
profiting,1,0.000170395
prizing,1,0.000170395
lunching,1,0.000170395
Cunctators,1,0.000170395
flanking,1,0.000170395
offenses,1,0.000170395
inkpot,1,0.000170395
Wimpfen,1,0.000170395
Capitaine,1,0.000170395
arbiters,1,0.000170395
relevantly,1,0.000170395
cavalcade,1,0.000170395
unpardoned,1,0.000170395
stench,1,0.000170395
deathly,1,0.000170395
dirt,1,0.000170395
Russie,1,0.000170395
Casually,1,0.000170395
bravoure,1,0.000170395
remonstrances,1,0.000170395
pension,1,0.000170395
remounted,1,0.000170395
Officious,1,0.000170395
Saddled,1,0.000170395
unconcerned,1,0.000170395
exasperating,1,0.000170395
Quelle,1,0.000170395
bravely,1,0.000170395
undersized,1,0.000170395
vest,1,0.000170395
appwove,1,0.000170395
chamois,1,0.000170395
Hayne,1,0.000170395
repenting,1,0.000170395
Villier,1,0.000170395
Cursing,1,0.000170395
batiste,1,0.000170395
beseech,1,0.000170395
victor,1,0.000170395
adhere,1,0.000170395
underclothing,1,0.000170395
crutches,1,0.000170395
queried,1,0.000170395
Dead,1,0.000170395
typically,1,0.000170395
Molliten,1,0.000170395
longest,1,0.000170395
rotary,1,0.000170395
inimical,1,0.000170395
impressive,1,0.000170395
fagged,1,0.000170395
mien,1,0.000170395
Typhus,1,0.000170395
complied,1,0.000170395
moodily,1,0.000170395
typhus,1,0.000170395
soporific,1,0.000170395
putrefaction,1,0.000170395
sharpshooter,1,0.000170395
provocation,1,0.000170395
doom,1,0.000170395
degradation,1,0.000170395
insubordination,1,0.000170395
quenched,1,0.000170395
saves,1,0.000170395
fwashing,1,0.000170395
ted,1,0.000170395
sta,1,0.000170395
pat,1,0.000170395
pesthouse,1,0.000170395
Lichtenstein,1,0.000170395
Hohenlohe,1,0.000170395
Prishprish,1,0.000170395
safest,1,0.000170395
backbiter,1,0.000170395
gwovel,1,0.000170395
Tweasuwy,1,0.000170395
wobbed,1,0.000170395
iting,1,0.000170395
degwaded,1,0.000170395
Shortly,1,0.000170395
honowably,1,0.000170395
countwy,1,0.000170395
president,1,0.000170395
Bellowitz,1,0.000170395
reconnoiter,1,0.000170395
afwaid,1,0.000170395
haughty,1,0.000170395
wobbers,1,0.000170395
bwinging,1,0.000170395
Ostralitz,1,0.000170395
environs,1,0.000170395
wobber,1,0.000170395
rejoinders,1,0.000170395
decomposing,1,0.000170395
straighter,1,0.000170395
extends,1,0.000170395
whereby,1,0.000170395
limped,1,0.000170395
defiles,1,0.000170395
unrestrainable,1,0.000170395
Comit,1,0.000170395
tribunals,1,0.000170395
trumpets,1,0.000170395
deafeningly,1,0.000170395
Assessor,1,0.000170395
immensity,1,0.000170395
Collegiate,1,0.000170395
qualify,1,0.000170395
abolishing,1,0.000170395
Peterhof,1,0.000170395
imminence,1,0.000170395
zenith,1,0.000170395
dries,1,0.000170395
Upon,1,0.000170395
agricultural,1,0.000170395
resonant,1,0.000170395
punishing,1,0.000170395
inexpressible,1,0.000170395
groin,1,0.000170395
degrading,1,0.000170395
affronts,1,0.000170395
thrilled,1,0.000170395
purchased,1,0.000170395
veteran,1,0.000170395
foaming,1,0.000170395
scars,1,0.000170395
leap,1,0.000170395
Essen,1,0.000170395
Commanded,1,0.000170395
tensely,1,0.000170395
truthful,1,0.000170395
lapsed,1,0.000170395
narrators,1,0.000170395
aflame,1,0.000170395
slashed,1,0.000170395
liberating,1,0.000170395
reputed,1,0.000170395
promoter,1,0.000170395
unconquerable,1,0.000170395
uninitiated,1,0.000170395
Articles,1,0.000170395
Unsoundly,1,0.000170395
punctuation,1,0.000170395
misspelled,1,0.000170395
Eyes,1,0.000170395
brazen,1,0.000170395
Across,1,0.000170395
waists,1,0.000170395
endorsed,1,0.000170395
relapsing,1,0.000170395
grating,1,0.000170395
uncrossing,1,0.000170395
mask,1,0.000170395
wetted,1,0.000170395
ocean,1,0.000170395
anterooms,1,0.000170395
antipathies,1,0.000170395
sympathies,1,0.000170395
antipathetic,1,0.000170395
salut,1,0.000170395
bandsmen,1,0.000170395
trustee,1,0.000170395
restful,1,0.000170395
misshapen,1,0.000170395
Tra,1,0.000170395
Consul,1,0.000170395
Usurper,1,0.000170395
Enemy,1,0.000170395
Mankind,1,0.000170395
barked,1,0.000170395
Head,1,0.000170395
gouvernement,1,0.000170395
Spring,1,0.000170395
unsymmetrically,1,0.000170395
levity,1,0.000170395
friendliness,1,0.000170395
projecting,1,0.000170395
shiftiness,1,0.000170395
alders,1,0.000170395
Foreign,1,0.000170395
Affairs,1,0.000170395
sweated,1,0.000170395
liquefied,1,0.000170395
Warmed,1,0.000170395
tnya,1,0.000170395
Cloister,1,0.000170395
dwown,1,0.000170395
gwief,1,0.000170395
commuted,1,0.000170395
laborers,1,0.000170395
girth,1,0.000170395
preferably,1,0.000170395
cringe,1,0.000170395
trilled,1,0.000170395
nightingales,1,0.000170395
shiny,1,0.000170395
raindrops,1,0.000170395
Somewhere,1,0.000170395
delicately,1,0.000170395
obsequious,1,0.000170395
lending,1,0.000170395
surmised,1,0.000170395
jar,1,0.000170395
scuffle,1,0.000170395
starless,1,0.000170395
clothed,1,0.000170395
leafy,1,0.000170395
stems,1,0.000170395
apology,1,0.000170395
presumptuous,1,0.000170395
vegetation,1,0.000170395
lush,1,0.000170395
pollard,1,0.000170395
confers,1,0.000170395
retinues,1,0.000170395
Schwartzenberg,1,0.000170395
triumphed,1,0.000170395
counseled,1,0.000170395
confuted,1,0.000170395
conclusive,1,0.000170395
quitrents,1,0.000170395
fussing,1,0.000170395
stabs,1,0.000170395
Christmastime,1,0.000170395
bludgeon,1,0.000170395
glide,1,0.000170395
garrulously,1,0.000170395
boyish,1,0.000170395
elasticity,1,0.000170395
volleys,1,0.000170395
intimit,1,0.000170395
hillsides,1,0.000170395
explique,1,0.000170395
reconnaissante,1,0.000170395
intimidating,1,0.000170395
contraire,1,0.000170395
pwovisions,1,0.000170395
width,1,0.000170395
Charge,1,0.000170395
sachiez,1,0.000170395
collide,1,0.000170395
bowled,1,0.000170395
